timestamp,node-stores,bus_access,skb_kfree_skb,cpu_cycles,l2d_cache_wb_victim,syscalls_sys_enter_fcntl,sched_sched_stat_runtime,st_spec,syscalls_sys_enter_kill,fib_fib_table_lookup,sock_inet_sock_set_state,l2d_cache_wb,unaligned_st_spec,mem_access_rd,l2d_cache_refill_wr,mmc_mmc_request_start,br_mis_pred,benign_prob,attack_prob,prediction
2025-07-30T17:15:24.893852,16363,84395,8.0,3907143,3213,4770.0,3791876373.0,429427,26.0,69.0,48.0,3213,61,631275,1551,20.0,15586,0.6861472,0.31385276,0
2025-07-30T17:15:30.012492,17516,83613,11.0,3774101,3131,4758.0,3766489626.0,439668,26.0,72.0,48.0,3131,64,634261,1644,106.0,17088,0.67515826,0.32484177,0
2025-07-30T17:15:35.158243,19863,85876,17.0,3759006,3877,8436.0,7363953506.0,445482,51.0,118.0,94.0,3877,66,635210,1826,200.0,16046,0.8321821,0.16781789,0
2025-07-30T17:15:40.446602,17542,85908,13.0,3863152,2773,4783.0,3730383966.0,428899,27.0,83.0,50.0,2773,63,627635,1496,92.0,15874,0.9454713,0.05452874,0
2025-07-30T17:15:45.619109,17998,81244,9.0,3933182,3088,4764.0,3749875915.0,442463,26.0,54.0,47.0,3088,67,628580,1655,23.0,15905,0.6856024,0.3143976,0
2025-07-30T17:15:50.745069,17246,78180,8.0,3912590,3045,4778.0,4035978524.0,437038,25.0,75.0,48.0,3045,69,640096,1477,110.0,16698,0.6028868,0.3971132,0
2025-07-30T17:15:55.866264,21544,86395,12.0,3673601,3833,4768.0,3780224066.0,440757,25.0,72.0,47.0,3833,68,635018,1830,107.0,15258,0.767051,0.232949,0
2025-07-30T17:16:00.989353,17970,79024,8.0,3752956,3330,4766.0,3766390371.0,433793,26.0,52.0,46.0,3330,71,629965,1557,104.0,15403,0.91759723,0.08240277,0
2025-07-30T17:16:06.159762,17065,80096,10.0,3658984,3067,4746.0,3778089894.0,433399,25.0,69.0,49.0,3067,67,622115,1553,102.0,15979,0.575682,0.42431802,0
2025-07-30T17:16:11.345353,18319,82037,9.0,4249036,4281,4773.0,3761095308.0,429898,26.0,55.0,47.0,4281,70,635676,1745,97.0,15745,0.63792384,0.3620762,0
2025-07-30T17:16:16.492669,19860,80428,8.0,3730917,3506,4836.0,3801517775.0,441292,26.0,63.0,47.0,3506,69,639207,1657,18.0,15563,0.80594885,0.19405113,0
2025-07-30T17:16:21.621646,16439,79456,11.0,3783078,3055,4742.0,3851054675.0,434099,25.0,74.0,51.0,3055,63,627193,1630,106.0,15581,0.7997795,0.20022053,0
2025-07-30T17:16:26.755349,18564,78679,10.0,3738774,5172,4766.0,3787733781.0,439336,26.0,56.0,47.0,5172,66,633200,1721,19.0,15932,0.7389764,0.26102358,0
2025-07-30T17:16:31.878051,18147,79869,8.0,3953123,1829,4756.0,3734292374.0,429954,26.0,67.0,48.0,1829,65,659846,1862,20.0,15330,0.8930309,0.10696909,0
2025-07-30T17:16:37.034887,17943,77524,11.0,4031318,3073,4450.0,3635187929.0,444000,26.0,72.0,48.0,3073,64,656525,1625,20.0,16282,0.7408201,0.2591799,0
2025-07-30T17:16:42.189755,19664,81533,8.0,3880964,3561,3960.0,3697007187.0,429123,25.0,60.0,46.0,3561,76,634530,1604,20.0,15698,0.7543059,0.2456941,0
2025-07-30T17:16:47.322357,17841,80729,10.0,3750940,3061,4726.0,3747794749.0,429092,26.0,76.0,50.0,3061,63,632035,1556,98.0,15706,0.7635276,0.23647244,0
2025-07-30T17:16:52.440478,18408,83269,12.0,3798632,3122,4780.0,3869713107.0,428238,26.0,83.0,48.0,3122,71,651924,1670,36.0,15574,0.71840286,0.28159717,0
2025-07-30T17:16:57.559628,17886,76561,10.0,3846402,3280,4764.0,3829794242.0,437958,26.0,56.0,46.0,3280,63,654129,1525,24.0,15253,0.70482683,0.29517317,0
2025-07-30T17:17:02.700137,16829,82618,10.0,3872986,3156,4762.0,3680521659.0,426533,26.0,76.0,49.0,3156,67,629614,1574,24.0,15632,0.6490529,0.35094708,0
2025-07-30T17:17:07.872463,20445,82721,9.0,3901156,3670,4744.0,3828183120.0,435094,26.0,58.0,46.0,3672,70,632904,1758,20.0,15590,0.7133565,0.28664353,0
2025-07-30T17:17:13.031756,15899,78276,12.0,3862366,3340,4780.0,3920156338.0,437212,66.0,61.0,48.0,3340,71,628563,1611,20.0,15826,0.8624531,0.13754688,0
2025-07-30T17:17:18.142031,17727,77457,10.0,3673553,2965,4821.0,3885761425.0,439831,25.0,65.0,48.0,2965,68,617173,1594,151.0,15475,0.75407195,0.24592808,0
2025-07-30T17:17:23.253981,18175,76105,9.0,3943236,3812,4756.0,3761910637.0,452467,26.0,60.0,46.0,3812,63,625931,1591,64.0,15526,0.71593195,0.28406805,0
2025-07-30T17:17:28.395177,18970,80161,9.0,3944322,3430,4780.0,3745686740.0,427681,26.0,80.0,48.0,3430,70,631999,1592,20.0,15241,0.7645694,0.23543063,0
2025-07-30T17:17:33.525431,18634,85041,11.0,3866555,3507,4757.0,3743178151.0,436460,26.0,66.0,48.0,3507,71,632827,1708,20.0,15671,0.7599714,0.24002862,0
2025-07-30T17:17:38.645377,17730,80633,8.0,3719111,3465,4752.0,3959928667.0,429017,26.0,52.0,46.0,3465,67,640181,1593,24.0,15511,0.72165716,0.27834287,0
2025-07-30T17:17:43.773078,16965,80953,10.0,4264900,3699,4617.0,3680976849.0,423067,25.0,79.0,50.0,3699,67,626366,1536,20.0,15736,0.62336785,0.37663215,0
2025-07-30T17:17:48.901864,16532,79508,9.0,3825723,3125,4286.0,3630551171.0,429506,26.0,71.0,47.0,3125,68,630334,1678,106.0,15579,0.5573716,0.4426284,0
2025-07-30T17:17:54.034083,18433,84430,10.0,4031954,3200,4258.0,3755263985.0,434903,26.0,84.0,47.0,3200,67,642097,1497,17.0,14930,0.6479652,0.35203478,0
2025-07-30T17:17:59.175090,18350,84232,14.0,3821658,3163,4770.0,3763483162.0,434387,26.0,86.0,50.0,3163,62,636724,1620,48.0,15523,0.8088922,0.1911078,0
2025-07-30T17:18:04.434196,17067,80016,9.0,3902281,3131,4729.0,3761255382.0,436649,25.0,58.0,47.0,3131,66,622886,1610,22.0,15542,0.775105,0.22489497,0
2025-07-30T17:18:09.596567,17635,81882,8.0,4101821,3215,4758.0,3762516482.0,428832,26.0,60.0,48.0,3215,67,631985,1577,24.0,15079,0.666219,0.333781,0
2025-07-30T17:18:14.723205,15979,83077,10.0,4028600,3092,4761.0,4012969791.0,435734,26.0,65.0,47.0,3092,66,623046,1714,25.0,15571,0.6950401,0.3049599,0
2025-07-30T17:18:19.842243,19702,79405,9.0,4109744,3849,4841.0,3836127466.0,435351,26.0,65.0,47.0,3849,71,639271,1670,20.0,15807,0.78931963,0.21068037,0
2025-07-30T17:18:24.991102,18235,76172,8.0,3887597,3205,4764.0,3739593480.0,429785,26.0,67.0,48.0,3205,62,635229,1614,107.0,15668,0.816239,0.18376097,0
2025-07-30T17:18:30.137920,17409,78532,20.0,3660600,3067,9501.0,7476262866.0,436055,51.0,135.0,95.0,3067,69,631465,1612,68.0,17069,0.7101256,0.28987437,0
2025-07-30T17:18:35.254328,17146,80453,10.0,4009819,4369,4758.0,3677114017.0,439666,26.0,69.0,48.0,4369,67,625635,1737,17.0,15509,0.780512,0.21948804,0
2025-07-30T17:18:40.376983,17372,77008,9.0,3951397,3405,4746.0,3771581126.0,434027,25.0,55.0,47.0,3405,69,633852,1518,24.0,15743,0.66326463,0.3367354,0
2025-07-30T17:18:45.532418,17414,84796,10.0,3805505,3413,4761.0,4215181903.0,443324,26.0,60.0,48.0,3413,64,631456,1731,20.0,15464,0.65144944,0.3485506,0
2025-07-30T17:18:50.670396,18056,79630,10.0,3866599,3637,4472.0,3765237391.0,433214,26.0,84.0,48.0,3637,67,646098,1910,31.0,15471,0.9526466,0.04735341,0
2025-07-30T17:18:55.821424,17502,81845,10.0,4006906,3004,4047.0,3616458813.0,438282,26.0,57.0,47.0,3004,61,642456,1606,18.0,16035,0.9140022,0.08599782,0
2025-07-30T17:19:00.978757,18075,80662,8.0,4226354,2989,4671.0,3779883560.0,431349,25.0,75.0,53.0,2989,61,633730,1560,110.0,15524,0.87756944,0.12243056,0
2025-07-30T17:19:06.091306,17661,77644,14.0,3800512,3088,4774.0,3770397191.0,434282,26.0,82.0,50.0,3088,68,631167,1492,26.0,15982,0.697496,0.302504,0
2025-07-30T17:19:11.216702,17411,82224,9.0,3716335,3253,4758.0,3856937068.0,430075,26.0,54.0,46.0,3253,62,638912,1580,65.0,15218,0.6305107,0.36948928,0
2025-07-30T17:19:16.416828,18025,78927,1011.0,3778144,3084,4854.0,3864339314.0,428153,64.0,4140.0,67.0,3084,70,630706,1559,65.0,16356,0.6707911,0.3292089,0
2025-07-30T17:19:21.577634,18277,99597,30.0,3799843,3070,4757.0,3927030706.0,427478,25.0,199.0,152.0,3070,57,645035,1486,28.0,16134,0.86558664,0.13441336,0
2025-07-30T17:19:26.816511,20204,83764,12.0,3868555,3536,4770.0,3910930897.0,441344,64.0,123.0,85.0,3536,67,643937,1592,200.0,15201,0.8150092,0.18499084,0
2025-07-30T17:19:31.942910,22266,78413,10.0,3833515,3004,4766.0,3714490929.0,438846,25.0,116.0,71.0,3004,63,883743,1540,24.0,16396,0.96582913,0.034170896,0
2025-07-30T17:19:37.067255,17834,83312,19.0,3940880,3139,4767.0,4086941346.0,432847,26.0,156.0,122.0,3139,62,632775,1500,320.0,15790,0.92802536,0.07197462,0
2025-07-30T17:19:42.211988,18415,79984,12.0,4045288,3326,4776.0,3886774238.0,437520,26.0,120.0,88.0,3326,66,636651,1622,55.0,14896,0.7996243,0.20037565,0
2025-07-30T17:19:47.427909,19511,77189,19.0,3927562,3616,4758.0,3757140060.0,429982,26.0,176.0,121.0,3616,66,633406,1631,120.0,15485,0.83184814,0.16815184,0
2025-07-30T17:19:52.567715,17304,89010,14.0,4098821,2984,4792.0,3850683733.0,423886,25.0,146.0,96.0,2984,66,630003,1674,118.0,15843,0.7621337,0.2378663,0
2025-07-30T17:19:57.707556,17785,80104,10.0,3710917,3409,4530.0,3849106935.0,433265,26.0,125.0,75.0,3409,70,633444,1660,114.0,16202,0.60755587,0.39244416,0
2025-07-30T17:20:02.837629,17767,80195,16.0,3958454,3089,4184.0,3692184008.0,429968,26.0,141.0,95.0,3089,66,638949,1600,79.0,15641,0.6264715,0.37352845,0
2025-07-30T17:20:07.966629,17177,81305,8.0,3758839,3198,4477.0,3622343339.0,437697,26.0,87.0,69.0,3198,66,634341,1600,44.0,15837,0.6660747,0.3339253,0
2025-07-30T17:20:13.162344,19603,79252,11.0,3828416,4726,4763.0,3888891697.0,432074,26.0,122.0,75.0,4726,66,631585,1701,83.0,15921,0.71665144,0.28334856,0
2025-07-30T17:20:18.297355,17633,78345,14.0,3892351,3433,4851.0,3855904758.0,427325,25.0,114.0,65.0,3433,64,644609,1516,80.0,15589,0.79518735,0.20481266,0
2025-07-30T17:20:23.438160,16877,80697,8.0,3714390,3030,4780.0,3855475628.0,433017,26.0,84.0,63.0,3030,68,633704,1567,20.0,16427,0.53754187,0.46245813,0
2025-07-30T17:20:28.579723,17184,80421,10.0,4075912,3088,4771.0,3776121127.0,434828,26.0,101.0,66.0,3088,65,635122,1638,24.0,16379,0.50167835,0.49832162,0
2025-07-30T17:20:33.821811,18449,77724,10.0,3973241,3056,4754.0,3782345721.0,430730,25.0,91.0,63.0,3056,64,627031,1638,21.0,15942,0.67391336,0.3260866,0
2025-07-30T17:20:38.981197,17254,84130,8.0,3784115,3569,4776.0,3788729765.0,445938,26.0,90.0,65.0,3569,65,643625,1704,24.0,15863,0.7652303,0.23476973,0
2025-07-30T17:20:44.106944,17106,85005,40.0,4048209,3125,4773.0,4194969977.0,432122,64.0,377.0,171.0,3125,62,618511,1598,41.0,15677,0.8161117,0.18388833,0
2025-07-30T17:20:49.239119,17719,79136,141.0,3839798,2913,4849.0,4805026510.0,430309,32.0,1113.0,603.0,2913,70,630844,1534,581.0,17714,0.7339996,0.2660004,0
2025-07-30T17:20:54.369481,18627,81024,8.0,4064117,2942,4801.0,3743231003.0,436736,26.0,91.0,48.0,2942,66,643408,1785,42.0,15798,0.291628,0.708372,1
2025-07-30T17:20:59.509702,19886,77032,11.0,4005044,3586,4780.0,3810976399.0,444608,26.0,64.0,48.0,3586,65,633455,1573,32.0,15843,0.84086394,0.15913609,0
2025-07-30T17:21:04.677888,17680,82816,9.0,3748942,3339,4673.0,3821104844.0,427784,25.0,59.0,47.0,3339,64,634257,1623,20.0,16066,0.7731059,0.2268941,0
2025-07-30T17:21:09.808736,17032,76177,11.0,3906763,4319,4053.0,3545433099.0,431183,25.0,74.0,49.0,4319,65,631940,1838,36.0,16297,0.77626395,0.22373603,0
2025-07-30T17:21:14.942488,19105,80984,9.0,4102276,3174,4488.0,3855388683.0,458111,72.0,132.0,71.0,3174,68,650024,1498,102.0,15144,0.85537547,0.14462455,0
2025-07-30T17:21:20.115846,17259,79743,1023.0,3850808,3116,4936.0,4254308921.0,435063,25.0,4216.0,116.0,3116,67,641076,1565,647.0,16698,0.8412772,0.15872283,0
2025-07-30T17:21:25.268813,19420,84504,44.0,3797747,3776,9572.0,7801872875.0,433544,97.0,331.0,239.0,3776,71,627726,1643,708.0,16116,0.46504748,0.5349525,1
2025-07-30T17:21:30.385934,17406,79996,9.0,3836805,3222,4783.0,3775628068.0,431005,26.0,107.0,69.0,3222,64,628780,1514,267.0,16096,0.7582365,0.24176347,0
2025-07-30T17:21:35.518100,18270,84184,19.0,3746110,3225,4768.0,3832652407.0,430597,26.0,169.0,123.0,3225,63,639608,1595,21.0,16062,0.61830676,0.38169327,0
2025-07-30T17:21:40.658257,17810,77076,13.0,3887321,3283,4752.0,3790289718.0,437395,25.0,121.0,89.0,3283,67,639407,1847,84.0,15225,0.800615,0.199385,0
2025-07-30T17:21:45.770797,17363,86257,17.0,3724854,3072,4770.0,3927759430.0,437127,26.0,162.0,121.0,3072,60,634653,1572,22.0,15970,0.8043975,0.19560246,0
2025-07-30T17:21:50.897740,16873,86449,16.0,3891044,3168,4804.0,3896505776.0,439578,26.0,148.0,97.0,3168,66,627658,1622,80.0,15515,0.7270946,0.2729054,0
2025-07-30T17:21:56.086184,16703,82501,9.0,3839261,3157,4774.0,3712170986.0,433704,25.0,97.0,74.0,3157,65,629082,1449,22.0,15946,0.54921794,0.45078206,0
2025-07-30T17:22:01.247495,17338,91149,16.0,3852514,2792,4776.0,3846030826.0,434873,26.0,143.0,95.0,2792,62,629579,1648,82.0,15419,0.617731,0.38226905,0
2025-07-30T17:22:06.371595,19223,83704,9.0,3749997,3309,4590.0,3847717757.0,429906,26.0,91.0,69.0,3309,65,638956,1640,83.0,15938,0.7883895,0.2116105,0
2025-07-30T17:22:11.502632,18015,82054,10.0,3844745,3029,4173.0,3766875255.0,436055,26.0,101.0,73.0,3029,64,637627,1665,139.0,15687,0.85636073,0.14363928,0
2025-07-30T17:22:16.644770,17448,80915,10.0,3794419,3294,4517.0,3760624066.0,433422,26.0,97.0,65.0,3294,65,634834,1536,18.0,16397,0.73224735,0.26775265,0
2025-07-30T17:22:21.798901,17000,81118,9.0,3960502,3208,4774.0,3704069385.0,437111,26.0,82.0,64.0,3208,67,617766,1599,82.0,15191,0.6369116,0.36308843,0
2025-07-30T17:22:26.924880,17583,83345,8.0,3889903,3265,4784.0,3803677332.0,443639,25.0,94.0,64.0,3265,66,641258,1671,58.0,15927,0.6618358,0.33816424,0
2025-07-30T17:22:32.058971,20495,78632,14.0,3783544,3331,4774.0,3838243978.0,432002,26.0,111.0,67.0,3331,63,648240,1484,46.0,16421,0.7442138,0.25578618,0
2025-07-30T17:22:37.192165,17255,81148,9.0,3824040,3389,4769.0,3800767619.0,434095,27.0,92.0,63.0,3389,64,640555,1494,47.0,15906,0.72204864,0.27795133,0
2025-07-30T17:22:42.320712,16691,79321,26.0,4084759,3108,4774.0,3850598468.0,428395,25.0,196.0,59.0,3108,66,769551,1543,42.0,15953,0.5460658,0.4539342,0
2025-07-30T17:22:47.437231,18349,84090,163.0,5076499,3339,4857.0,4893498231.0,436038,70.0,1332.0,717.0,3339,66,640255,1617,234.0,15581,0.42353046,0.57646954,1
2025-07-30T17:22:52.582552,16910,82447,8.0,3860938,3013,4773.0,3790968775.0,438126,25.0,60.0,47.0,3013,66,630931,1647,455.0,16226,0.2891816,0.7108184,1
2025-07-30T17:22:57.752024,20370,78891,10.0,3884605,3532,4775.0,3850490990.0,438763,26.0,73.0,49.0,3532,69,628760,1676,20.0,15871,0.641703,0.358297,0
2025-07-30T17:23:02.902053,17585,87549,10.0,3878397,3260,4760.0,3781725198.0,434853,26.0,61.0,47.0,3260,65,628880,1539,20.0,15765,0.806703,0.19329706,0
2025-07-30T17:23:08.013951,18595,80392,8.0,4040648,3191,4765.0,3793197336.0,435480,26.0,69.0,47.0,3191,68,640747,1604,92.0,16071,0.7089616,0.2910384,0
2025-07-30T17:23:13.140114,18088,80027,10.0,4062749,3203,4676.0,3746434809.0,439014,25.0,65.0,48.0,3203,66,631386,1557,22.0,15358,0.7192435,0.28075644,0
2025-07-30T17:23:18.260325,19432,83914,1024.0,3759827,3566,4360.0,4245167162.0,433861,72.0,4285.0,139.0,3566,68,623996,1715,1131.0,16576,0.621362,0.37863806,0
2025-07-30T17:23:23.566548,17366,87366,28.0,4230083,3376,4382.0,3849253310.0,429504,26.0,200.0,152.0,3376,69,628587,1667,26.0,15723,0.40186876,0.59813124,1
2025-07-30T17:23:28.726426,17126,80812,13.0,3815017,2993,4797.0,3934741557.0,435146,71.0,129.0,83.0,2993,67,627839,1704,162.0,15651,0.6670542,0.33294582,0
2025-07-30T17:23:33.859029,17288,80594,9.0,3890196,3121,4774.0,4159945683.0,437457,25.0,94.0,74.0,3121,62,630064,1605,103.0,15300,0.8770762,0.122923814,0
2025-07-30T17:23:38.982960,18558,86309,19.0,3851686,3092,4796.0,3913688954.0,439437,64.0,174.0,129.0,3092,62,644676,1646,400.0,15820,0.86887735,0.13112265,0
2025-07-30T17:23:44.144393,17436,78411,16.0,3792167,3527,4780.0,3966979835.0,437147,26.0,144.0,90.0,3527,65,624013,1792,208.0,15448,0.88026184,0.11973817,0
2025-07-30T17:23:49.270121,17952,81420,17.0,3710395,3093,4775.0,3763671819.0,435737,26.0,149.0,120.0,3093,69,624406,1564,20.0,15268,0.74668026,0.25331977,0
2025-07-30T17:23:54.403406,18016,85322,15.0,3760049,3414,4785.0,3852505485.0,432042,25.0,153.0,96.0,3414,66,630320,1630,38.0,16152,0.61503255,0.38496745,0
2025-07-30T17:23:59.547419,17580,80861,10.0,3862269,3152,4788.0,3732728684.0,435857,26.0,99.0,72.0,3152,66,644988,1452,155.0,16541,0.6002487,0.39975134,0
2025-07-30T17:24:04.694316,18022,77240,14.0,3770798,3331,4780.0,3798448576.0,433793,26.0,146.0,100.0,3331,68,646906,1787,80.0,15537,0.6220054,0.3779946,0
2025-07-30T17:24:09.854200,20456,79245,10.0,3756180,3543,4804.0,3787676029.0,436986,25.0,104.0,70.0,3543,67,629158,1745,86.0,15746,0.8354924,0.1645076,0
2025-07-30T17:24:14.983098,17944,84297,10.0,3801415,3478,4787.0,3877588511.0,434865,26.0,91.0,72.0,3478,78,634042,1682,81.0,14824,0.8701204,0.12987958,0
2025-07-30T17:24:20.145443,17899,80866,20.0,3733654,3280,8862.0,7528157361.0,430930,52.0,186.0,129.0,3280,65,628113,1451,106.0,15416,0.68214333,0.31785664,0
2025-07-30T17:24:25.314278,17659,91808,8.0,3829260,3230,4418.0,3670131126.0,432661,26.0,81.0,63.0,3230,61,634733,1593,77.0,15354,0.83280146,0.16719855,0
2025-07-30T17:24:30.439425,17442,86060,11.0,3788253,3279,4759.0,3797225214.0,432883,25.0,107.0,66.0,3279,60,642433,1646,104.0,15382,0.8827448,0.11725518,0
2025-07-30T17:24:35.564189,17770,83692,9.0,3793283,2981,4774.0,3821952379.0,443063,26.0,85.0,63.0,2981,67,639531,1509,82.0,14915,0.8228855,0.17711447,0
2025-07-30T17:24:40.722364,19338,83633,12.0,3903114,3182,4771.0,3887553119.0,432618,26.0,88.0,59.0,3182,68,641317,1566,22.0,15575,0.7105849,0.2894151,0
2025-07-30T17:24:45.905715,17599,82556,172.0,3893573,3054,4843.0,5230132858.0,437913,68.0,1380.0,722.0,3054,70,628708,1721,515.0,16244,0.7147541,0.2852459,0
2025-07-30T17:24:51.042724,18817,74972,9.0,3819521,2982,4905.0,3899179583.0,433588,26.0,98.0,49.0,2982,67,639092,1647,70.0,15592,0.3346855,0.6653145,1
2025-07-30T17:24:56.168660,17235,83106,8.0,3973595,3237,4782.0,3924935108.0,435101,26.0,69.0,47.0,3237,61,629026,1636,26.0,15627,0.8021874,0.19781263,0
2025-07-30T17:25:01.309890,17292,82238,11.0,3768883,3106,4768.0,3748373984.0,429657,26.0,71.0,49.0,3106,73,621876,1633,20.0,16065,0.73361933,0.2663807,0
2025-07-30T17:25:06.463284,18144,75024,9.0,3888315,3510,4742.0,3652606810.0,427765,25.0,64.0,47.0,3510,62,638066,1675,71.0,15277,0.6179713,0.38202867,0
2025-07-30T17:25:11.583543,17840,78101,8.0,3775045,3381,4776.0,3893130504.0,433511,27.0,71.0,48.0,3381,65,648374,1510,221.0,15118,0.8009682,0.19903177,0
2025-07-30T17:25:16.709147,20326,83325,1025.0,3900672,3516,4993.0,4414868742.0,438705,71.0,4310.0,140.0,3516,64,638592,1814,692.0,15902,0.7791222,0.22087783,0
2025-07-30T17:25:21.838916,18180,93121,28.0,3878778,3931,4547.0,3840658897.0,424655,26.0,192.0,151.0,3931,68,637574,1597,20.0,15877,0.76681775,0.23318227,0
2025-07-30T17:25:26.988509,17843,79389,13.0,4365339,3495,3909.0,3677630012.0,435562,70.0,132.0,85.0,3495,71,644015,1664,191.0,15553,0.6597953,0.3402047,0
2025-07-30T17:25:32.114110,17125,83289,10.0,3859357,3264,4774.0,3832418504.0,434886,26.0,96.0,67.0,3264,62,627693,1552,9.0,16580,0.6984327,0.30156732,0
2025-07-30T17:25:37.252100,18193,82905,17.0,4173053,3089,4770.0,3842103793.0,434729,26.0,159.0,123.0,3089,72,638477,1563,18.0,15967,0.61309016,0.38690984,0
2025-07-30T17:25:42.435967,18348,90787,14.0,3715896,3486,4758.0,3777469870.0,434586,25.0,133.0,90.0,3486,68,619923,1800,554.0,15915,0.6667726,0.33322743,0
2025-07-30T17:25:47.561590,20431,88145,20.0,3942554,3165,4783.0,3897749312.0,440075,27.0,166.0,120.0,3165,68,631545,1541,75.0,16088,0.57545197,0.42454806,0
2025-07-30T17:25:52.682286,17414,77177,13.0,3860871,3200,4797.0,3924823252.0,434383,26.0,146.0,97.0,3200,58,627955,1501,21.0,15757,0.7580159,0.2419841,0
2025-07-30T17:25:57.833754,17699,79541,14.0,3959389,3098,4777.0,3706109912.0,427160,25.0,124.0,76.0,3098,63,634053,1476,86.0,15932,0.71017575,0.28982425,0
2025-07-30T17:26:03.059294,17496,72040,15.0,3752777,3154,4774.0,3852891008.0,440254,26.0,135.0,93.0,3154,65,644898,1600,83.0,15493,0.6450548,0.35494518,0
2025-07-30T17:26:08.200528,18169,84468,8.0,3763054,3274,4766.0,3860383014.0,432709,26.0,97.0,72.0,3274,64,633724,1620,86.0,15711,0.69405437,0.30594566,0
2025-07-30T17:26:13.303799,17144,86007,12.0,3706315,2932,4773.0,3869285358.0,432583,26.0,101.0,73.0,2932,60,626533,1622,87.0,15387,0.81512094,0.1848791,0
2025-07-30T17:26:18.471989,17355,75707,8.0,3753698,3246,4841.0,3754102222.0,438118,25.0,63.0,54.0,3246,66,632466,1594,24.0,15645,0.7404071,0.2595929,0
2025-07-30T17:26:23.645009,17155,78667,11.0,4444376,3090,4772.0,3851871806.0,438914,26.0,108.0,71.0,3090,68,627769,1766,146.0,15666,0.6867377,0.31326228,0
2025-07-30T17:26:28.797259,17255,81036,9.0,3827540,3241,4274.0,3741182240.0,433349,26.0,82.0,64.0,3241,64,628833,1604,18.0,15866,0.6973716,0.3026284,0
2025-07-30T17:26:33.920462,19491,90795,9.0,3874728,3555,4158.0,3701573314.0,428027,26.0,88.0,63.0,3555,65,637660,1872,17.0,15585,0.89421535,0.105784625,0
2025-07-30T17:26:39.046161,18648,79952,10.0,3806476,4623,4746.0,3798218480.0,438865,25.0,97.0,65.0,4623,63,654484,1582,18.0,15722,0.9510176,0.04898236,0
2025-07-30T17:26:44.206496,17733,86530,9.0,3822931,3023,4780.0,3757777044.0,435883,26.0,80.0,68.0,3023,66,637811,1630,18.0,16076,0.7774058,0.22259422,0
2025-07-30T17:26:49.389231,17804,84288,176.0,4006270,3218,4859.0,5009223302.0,435687,70.0,1431.0,714.0,3218,67,684769,1570,563.0,15187,0.61986005,0.38013992,0
2025-07-30T17:26:54.549924,19366,86494,11.0,3700380,3631,4789.0,3794317052.0,427081,25.0,89.0,47.0,3631,66,651190,1705,64.0,15561,0.45256418,0.5474358,1
2025-07-30T17:26:59.686826,17793,88628,8.0,3742205,3209,4776.0,3880148166.0,435730,26.0,51.0,46.0,3209,68,632876,1621,20.0,16064,0.8037222,0.19627778,0
2025-07-30T17:27:04.834755,19296,80145,11.0,3765943,3182,4776.0,3788773406.0,430396,26.0,81.0,50.0,3182,64,632095,1610,18.0,15527,0.738703,0.26129702,0
2025-07-30T17:27:09.970234,18557,80664,12.0,4564791,2816,4757.0,3672933667.0,432976,26.0,75.0,48.0,2816,79,644230,1660,54.0,15327,0.77718216,0.22281782,0
2025-07-30T17:27:15.089083,17179,81088,1032.0,3857828,3304,9755.0,8262562941.0,429418,97.0,4352.0,188.0,3304,69,630018,1637,1247.0,15536,0.63033855,0.36966142,0
2025-07-30T17:27:20.242899,18132,85004,9.0,3970883,3532,4784.0,3714287123.0,438982,26.0,60.0,47.0,3532,67,654558,1786,9.0,16099,0.66666216,0.33333784,0
2025-07-30T17:27:25.416160,17973,75273,28.0,3705866,3296,4813.0,3788411326.0,439972,26.0,194.0,152.0,3296,69,644573,1531,28.0,15881,0.7439196,0.2560804,0
2025-07-30T17:27:30.556325,18139,82257,14.0,3661912,4282,4375.0,3823653199.0,432826,71.0,132.0,85.0,4282,69,630330,1680,202.0,15182,0.6369544,0.36304554,0
2025-07-30T17:27:35.681420,17744,78943,9.0,3952937,3377,4063.0,3684856882.0,436520,25.0,97.0,68.0,3377,63,633750,1602,44.0,15912,0.8893724,0.11062757,0
2025-07-30T17:27:40.821378,18843,82664,17.0,3748219,3571,4768.0,3826916037.0,437127,26.0,166.0,122.0,3571,66,633706,1573,28.0,15725,0.77121717,0.22878282,0
2025-07-30T17:27:45.974820,17958,80248,15.0,3795854,3149,4756.0,3775041030.0,434489,26.0,133.0,89.0,3149,68,628341,1617,28.0,15387,0.70798147,0.2920185,0
2025-07-30T17:27:51.106632,19678,76016,17.0,3979734,2990,4798.0,3997853226.0,433334,25.0,164.0,120.0,2990,69,627752,1527,320.0,17512,0.68309367,0.31690636,0
2025-07-30T17:27:56.233520,17824,75865,15.0,4015317,3644,4793.0,3881871037.0,450473,26.0,155.0,97.0,3644,73,624048,1510,40.0,15408,0.572686,0.42731398,0
2025-07-30T17:28:01.361114,19462,84363,11.0,3683617,3492,4772.0,3781875503.0,431454,26.0,104.0,74.0,3492,72,634278,1626,24.0,15901,0.57977456,0.42022544,0
2025-07-30T17:28:06.499263,17783,84000,13.0,3886304,3260,4772.0,3827000297.0,445770,26.0,131.0,95.0,3260,63,636832,1701,42.0,15224,0.798414,0.20158598,0
2025-07-30T17:28:11.706413,17459,83500,10.0,3683700,3104,4776.0,3805593164.0,440393,26.0,107.0,70.0,3104,66,637272,1615,41.0,15565,0.7922026,0.20779738,0
