timestamp,node-stores,bus_access,skb_kfree_skb,cpu_cycles,l2d_cache_wb_victim,syscalls_sys_enter_fcntl,syscalls_sys_exit_fcntl,sched_sched_stat_runtime,st_spec,syscalls_sys_enter_kill,fib_fib_table_lookup,sock_inet_sock_set_state,l2d_cache_wb,unaligned_st_spec,mem_access_rd,l2d_cache_refill_wr,mmc_mmc_request_start,br_mis_pred
2025-07-30T17:13:21.347138,16762,74508,121187444,3866577,3567,28180608,28180608,29209541878869,429584,168201,608652191,329460,3567,69,622884,1637,589611,15406
2025-07-30T17:13:26.474964,17388,96775,121189476,3860980,3284,28185354,28185354,29213233407888,428331,168226,608660458,329507,3284,78,628773,1583,589713,15967
2025-07-30T17:13:31.620720,19267,79850,121191510,3826427,3651,28190126,28190126,29217123749039,429451,168252,608668743,329556,3651,69,638222,1744,589734,15808
2025-07-30T17:13:36.820377,17443,80464,121193547,3768976,3259,28194881,28194881,29220954930875,439972,168278,608677041,329603,3259,61,637369,1553,589820,15979
2025-07-30T17:13:41.976464,18104,79461,121195587,3927519,2902,28199651,28199651,29224867246238,429902,168303,608685364,329650,2902,58,630052,1709,589906,16443
2025-07-30T17:13:47.124659,17268,77260,121197628,3962906,5156,28204457,28204457,29228727493792,425491,168329,608693688,329697,5156,59,621431,1783,590039,15027
2025-07-30T17:13:52.263106,19407,82671,121199671,4228261,3677,28209244,28209244,29232567398916,428573,168354,608702022,329744,3677,65,622810,1823,590133,15641
2025-07-30T17:13:57.376564,18121,84116,121201702,3739543,3030,28214032,28214032,29236388489994,439563,168380,608710310,329797,3030,70,641468,1599,590161,15641
2025-07-30T17:14:02.513985,17613,81336,121202754,3903244,3143,28218850,28218850,29240199592048,632521,168406,608714673,329844,3143,68,628861,1454,590276,15763
2025-07-30T17:14:07.710152,16961,79913,121204790,3786481,3219,28223603,28223603,29243985705214,426679,168431,608722967,329891,3219,62,631240,1597,590385,15833
2025-07-30T17:14:12.905112,16858,87829,121205812,3751950,3180,28228439,28228439,29247844282489,434509,168456,608727162,329940,3180,68,630324,1645,590485,15655
2025-07-30T17:14:18.054397,19701,84517,121205821,3984937,3588,28233183,28233183,29251824816982,439638,168482,608727232,329987,3588,74,637183,1604,590582,15184
2025-07-30T17:14:23.178896,18079,83632,121205830,3729072,3043,28237480,28237480,29255436889981,430495,168508,608727295,330035,3043,63,633911,1427,590600,15472
2025-07-30T17:14:28.309225,22637,80365,121205843,3931145,3087,28241613,28241613,29259107960160,427438,168533,608727378,330085,3087,67,639748,1806,590620,15687
2025-07-30T17:14:33.457520,17101,78921,121205852,3735893,3061,28246391,28246391,29262963553349,432156,168560,608727433,330132,3061,58,634551,1524,590648,15113
2025-07-30T17:14:38.632367,17952,90436,121205860,3850370,3661,28251147,28251147,29266785603777,428296,168585,608727494,330179,3661,61,631777,1602,590666,15480
2025-07-30T17:14:43.748932,20105,87148,121205872,3830044,3128,28255920,28255920,29270627553512,434299,168611,608727570,330227,3128,67,640732,1556,590684,15595
2025-07-30T17:14:48.871578,16910,79581,121205882,3856831,3121,28260814,28260816,29274527532926,434967,168637,608727667,330276,3121,70,626881,1562,590806,16059
2025-07-30T17:14:53.993418,18497,77092,121205891,3727180,3105,28265603,28265603,29278208302084,431272,168663,608727737,330324,3105,70,633848,1612,590867,15809
2025-07-30T17:14:59.167055,18259,77393,121205902,3851792,3226,28270363,28270363,29282002898145,435105,168689,608727814,330372,3226,64,637336,1686,590952,15686
2025-07-30T17:15:04.347572,20450,84708,121205910,3739246,3548,28275136,28275136,29285766564141,446807,168715,608727869,330419,3548,69,634162,1569,590978,15294
2025-07-30T17:15:09.502788,17655,88776,121205920,3942930,2980,28279892,28279892,29289636576408,434541,168740,608727943,330468,2980,66,645198,1689,591070,16777
2025-07-30T17:15:14.640248,17038,78473,121205929,3945597,3032,28284740,28284740,29293522810627,431201,168766,608728015,330515,3032,65,633040,1693,591190,16040
2025-07-30T17:15:19.779627,16363,84395,121205937,3907143,3213,28289510,28289510,29297314687000,429427,168792,608728084,330563,3213,61,631275,1551,591210,15586
2025-07-30T17:15:24.893852,17516,83613,121205948,3774101,3131,28294268,28294268,29301081176626,439668,168818,608728156,330611,3131,64,634261,1644,591316,17088
2025-07-30T17:15:30.012492,19863,85876,121205965,3759006,3877,28302704,28302704,29308445130132,445482,168869,608728274,330705,3877,66,635210,1826,591516,16046
2025-07-30T17:15:35.158243,17542,85908,121205978,3863152,2773,28307487,28307487,29312175514098,428899,168896,608728357,330755,2773,63,627635,1496,591608,15874
2025-07-30T17:15:40.446602,17998,81244,121205987,3933182,3088,28312251,28312251,29315925390013,442463,168922,608728411,330802,3088,67,628580,1655,591631,15905
2025-07-30T17:15:45.619109,17246,78180,121205995,3912590,3045,28317029,28317029,29319961368537,437038,168947,608728486,330850,3045,69,640096,1477,591741,16698
2025-07-30T17:15:50.745069,21544,86395,121206007,3673601,3833,28321797,28321797,29323741592603,440757,168972,608728558,330897,3833,68,635018,1830,591848,15258
2025-07-30T17:15:55.866264,17970,79024,121206015,3752956,3330,28326563,28326563,29327507982974,433793,168998,608728610,330943,3330,71,629965,1557,591952,15403
2025-07-30T17:16:00.989353,17065,80096,121206025,3658984,3067,28331309,28331309,29331286072868,433399,169023,608728679,330992,3067,67,622115,1553,592054,15979
2025-07-30T17:16:06.159762,18319,82037,121206034,4249036,4281,28336082,28336082,29335047168176,429898,169049,608728734,331039,4281,70,635676,1745,592151,15745
2025-07-30T17:16:11.345353,19860,80428,121206042,3730917,3506,28340918,28340918,29338848685951,441292,169075,608728797,331086,3506,69,639207,1657,592169,15563
2025-07-30T17:16:16.492669,16439,79456,121206053,3783078,3055,28345660,28345660,29342699740626,434099,169100,608728871,331137,3055,63,627193,1630,592275,15581
2025-07-30T17:16:21.621646,18564,78679,121206063,3738774,5172,28350426,28350426,29346487474407,439336,169126,608728927,331184,5172,66,633200,1721,592294,15932
2025-07-30T17:16:26.755349,18147,79869,121206071,3953123,1829,28355182,28355182,29350221766781,429954,169152,608728994,331232,1829,65,659846,1862,592314,15330
2025-07-30T17:16:31.878051,17943,77524,121206082,4031318,3073,28359632,28359632,29353856954710,444000,169178,608729066,331280,3073,64,656525,1625,592334,16282
2025-07-30T17:16:37.034887,19664,81533,121206090,3880964,3561,28363592,28363592,29357553961897,429123,169203,608729126,331326,3561,76,634530,1604,592354,15698
2025-07-30T17:16:42.189755,17841,80729,121206100,3750940,3061,28368318,28368318,29361301756646,429092,169229,608729202,331376,3061,63,632035,1556,592452,15706
2025-07-30T17:16:47.322357,18408,83269,121206112,3798632,3122,28373098,28373098,29365171469753,428238,169255,608729285,331424,3122,71,651924,1670,592488,15574
2025-07-30T17:16:52.440478,17886,76561,121206122,3846402,3280,28377862,28377862,29369001263995,437958,169281,608729341,331470,3280,63,654129,1525,592512,15253
2025-07-30T17:16:57.559628,16829,82618,121206132,3872986,3156,28382624,28382624,29372681785654,426533,169307,608729417,331519,3156,67,629614,1574,592536,15632
2025-07-30T17:17:02.700137,20445,82721,121206141,3901156,3670,28387368,28387368,29376509968774,435094,169333,608729475,331565,3672,70,632904,1758,592556,15590
2025-07-30T17:17:07.872463,15899,78276,121206153,3862366,3340,28392148,28392148,29380430125112,437212,169399,608729536,331613,3340,71,628563,1611,592576,15826
2025-07-30T17:17:13.031756,17727,77457,121206163,3673553,2965,28396969,28396969,29384315886537,439831,169424,608729601,331661,2965,68,617173,1594,592727,15475
2025-07-30T17:17:18.142031,18175,76105,121206172,3943236,3812,28401725,28401725,29388077797174,452467,169450,608729661,331707,3812,63,625931,1591,592791,15526
2025-07-30T17:17:23.253981,18970,80161,121206181,3944322,3430,28406505,28406505,29391823483914,427681,169476,608729741,331755,3430,70,631999,1592,592811,15241
2025-07-30T17:17:28.395177,18634,85041,121206192,3866555,3507,28411262,28411262,29395566662065,436460,169502,608729807,331803,3507,71,632827,1708,592831,15671
2025-07-30T17:17:33.525431,17730,80633,121206200,3719111,3465,28416014,28416014,29399526590732,429017,169528,608729859,331849,3465,67,640181,1593,592855,15511
2025-07-30T17:17:38.645377,16965,80953,121206210,4264900,3699,28420631,28420631,29403207567581,423067,169553,608729938,331899,3699,67,626366,1536,592875,15736
2025-07-30T17:17:43.773078,16532,79508,121206219,3825723,3125,28424917,28424917,29406838118752,429506,169579,608730009,331946,3125,68,630334,1678,592981,15579
2025-07-30T17:17:48.901864,18433,84430,121206229,4031954,3200,28429175,28429175,29410593382737,434903,169605,608730093,331993,3200,67,642097,1497,592998,14930
2025-07-30T17:17:54.034083,18350,84232,121206243,3821658,3163,28433945,28433945,29414356865899,434387,169631,608730179,332043,3163,62,636724,1620,593046,15523
2025-07-30T17:17:59.175090,17067,80016,121206252,3902281,3131,28438674,28438674,29418118121281,436649,169656,608730237,332090,3131,66,622886,1610,593068,15542
2025-07-30T17:18:04.434196,17635,81882,121206260,4101821,3215,28443432,28443432,29421880637763,428832,169682,608730297,332138,3215,67,631985,1577,593092,15079
2025-07-30T17:18:09.596567,15979,83077,121206270,4028600,3092,28448193,28448193,29425893607554,435734,169708,608730362,332185,3092,66,623046,1714,593117,15571
2025-07-30T17:18:14.723205,19702,79405,121206279,4109744,3849,28453034,28453034,29429729735020,435351,169734,608730427,332232,3849,71,639271,1670,593137,15807
2025-07-30T17:18:19.842243,18235,76172,121206287,3887597,3205,28457798,28457798,29433469328500,429785,169760,608730494,332280,3205,62,635229,1614,593244,15668
2025-07-30T17:18:24.991102,17409,78532,121206307,3660600,3067,28467299,28467299,29440945591366,436055,169811,608730629,332375,3067,69,631465,1612,593312,17069
2025-07-30T17:18:30.137920,17146,80453,121206317,4009819,4369,28472057,28472057,29444622705383,439666,169837,608730698,332423,4369,67,625635,1737,593329,15509
2025-07-30T17:18:35.254328,17372,77008,121206326,3951397,3405,28476803,28476803,29448394286509,434027,169862,608730753,332470,3405,69,633852,1518,593353,15743
2025-07-30T17:18:40.376983,17414,84796,121206336,3805505,3413,28481564,28481564,29452609468412,443324,169888,608730813,332518,3413,64,631456,1731,593373,15464
2025-07-30T17:18:45.532418,18056,79630,121206346,3866599,3637,28486036,28486036,29456374705803,433214,169914,608730897,332566,3637,67,646098,1910,593404,15471
2025-07-30T17:18:50.670396,17502,81845,121206356,4006906,3004,28490083,28490083,29459991164616,438282,169940,608730954,332613,3004,61,642456,1606,593422,16035
2025-07-30T17:18:55.821424,18075,80662,121206364,4226354,2989,28494754,28494754,29463771048176,431349,169965,608731029,332666,2989,61,633730,1560,593532,15524
2025-07-30T17:19:00.978757,17661,77644,121206378,3800512,3088,28499528,28499528,29467541445367,434282,169991,608731111,332716,3088,68,631167,1492,593558,15982
2025-07-30T17:19:06.091306,17411,82224,121206387,3716335,3253,28504286,28504286,29471398382435,430075,170017,608731165,332762,3253,62,638912,1580,593623,15218
2025-07-30T17:19:11.216702,18025,78927,121207398,3778144,3084,28509140,28509140,29475262721749,428153,170081,608735305,332829,3084,70,630706,1559,593688,16356
2025-07-30T17:19:16.416828,18277,99597,121207428,3799843,3070,28513897,28513897,29479189752455,427478,170106,608735504,332981,3070,57,645035,1486,593716,16134
2025-07-30T17:19:21.577634,20204,83764,121207440,3868555,3536,28518667,28518667,29483100683352,441344,170170,608735627,333066,3536,67,643937,1592,593916,15201
2025-07-30T17:19:26.816511,22266,78413,121207450,3833515,3004,28523433,28523433,29486815174281,438846,170195,608735743,333137,3004,63,883743,1540,593940,16396
2025-07-30T17:19:31.942910,17834,83312,121207469,3940880,3139,28528200,28528200,29490902115627,432847,170221,608735899,333259,3139,62,632775,1500,594260,15790
2025-07-30T17:19:37.067255,18415,79984,121207481,4045288,3326,28532976,28532976,29494788889865,437520,170247,608736019,333347,3326,66,636651,1622,594315,14896
2025-07-30T17:19:42.211988,19511,77189,121207500,3927562,3616,28537734,28537734,29498546029925,429982,170273,608736195,333468,3616,66,633406,1631,594435,15485
2025-07-30T17:19:47.427909,17304,89010,121207514,4098821,2984,28542526,28542526,29502396713658,423886,170298,608736341,333564,2984,66,630003,1674,594553,15843
2025-07-30T17:19:52.567715,17785,80104,121207524,3710917,3409,28547056,28547056,29506245820593,433265,170324,608736466,333639,3409,70,633444,1660,594667,16202
2025-07-30T17:19:57.707556,17767,80195,121207540,3958454,3089,28551240,28551240,29509938004601,429968,170350,608736607,333734,3089,66,638949,1600,594746,15641
2025-07-30T17:20:02.837629,17177,81305,121207548,3758839,3198,28555717,28555717,29513560347940,437697,170376,608736694,333803,3198,66,634341,1600,594790,15837
2025-07-30T17:20:07.966629,19603,79252,121207559,3828416,4726,28560480,28560480,29517449239637,432074,170402,608736816,333878,4726,66,631585,1701,594873,15921
2025-07-30T17:20:13.162344,17633,78345,121207573,3892351,3433,28565331,28565331,29521305144395,427325,170427,608736930,333943,3433,64,644609,1516,594953,15589
2025-07-30T17:20:18.297355,16877,80697,121207581,3714390,3030,28570111,28570111,29525160620023,433017,170453,608737014,334006,3030,68,633704,1567,594973,16427
2025-07-30T17:20:23.438160,17184,80421,121207591,4075912,3088,28574882,28574882,29528936741150,434828,170479,608737115,334072,3088,65,635122,1638,594997,16379
2025-07-30T17:20:28.579723,18449,77724,121207601,3973241,3056,28579636,28579636,29532719086871,430730,170504,608737206,334135,3056,64,627031,1638,595018,15942
2025-07-30T17:20:33.821811,17254,84130,121207609,3784115,3569,28584412,28584412,29536507816636,445938,170530,608737296,334200,3569,65,643625,1704,595042,15863
2025-07-30T17:20:38.981197,17106,85005,121207649,4048209,3125,28589185,28589185,29540702786613,432122,170594,608737673,334371,3125,62,618511,1598,595083,15677
2025-07-30T17:20:44.106944,17719,79136,121207790,3839798,2913,28594034,28594034,29545507813123,430309,170626,608738786,334974,2913,70,630844,1534,595664,17714
2025-07-30T17:20:49.239119,18627,81024,121207798,4064117,2942,28598835,28598835,29549251044126,436736,170652,608738877,335022,2942,66,643408,1785,595706,15798
2025-07-30T17:20:54.369481,19886,77032,121207809,4005044,3586,28603615,28603615,29553062020525,444608,170678,608738941,335070,3586,65,633455,1573,595738,15843
2025-07-30T17:20:59.509702,17680,82816,121207818,3748942,3339,28608288,28608290,29556883125369,427784,170703,608739000,335117,3339,64,634257,1623,595758,16066
2025-07-30T17:21:04.677888,17032,76177,121207829,3906763,4319,28612341,28612343,29560428558468,431183,170728,608739074,335166,4319,65,631940,1838,595794,16297
2025-07-30T17:21:09.808736,19105,80984,121207838,4102276,3174,28616829,28616829,29564283947151,458111,170800,608739206,335237,3174,68,650024,1498,595896,15144
2025-07-30T17:21:14.942488,17259,79743,121208861,3850808,3116,28621765,28621765,29568538256072,435063,170825,608743422,335353,3116,67,641076,1565,596543,16698
2025-07-30T17:21:20.115846,19420,84504,121208905,3797747,3776,28631337,28631337,29576340128947,433544,170922,608743753,335592,3776,71,627726,1643,597251,16116
2025-07-30T17:21:25.268813,17406,79996,121208914,3836805,3222,28636120,28636120,29580115757015,431005,170948,608743860,335661,3222,64,628780,1514,597518,16096
2025-07-30T17:21:30.385934,18270,84184,121208933,3746110,3225,28640888,28640888,29583948409422,430597,170974,608744029,335784,3225,63,639608,1595,597539,16062
2025-07-30T17:21:35.518100,17810,77076,121208946,3887321,3283,28645640,28645640,29587738699140,437395,170999,608744150,335873,3283,67,639407,1847,597623,15225
2025-07-30T17:21:40.658257,17363,86257,121208963,3724854,3072,28650410,28650412,29591666458570,437127,171025,608744312,335994,3072,60,634653,1572,597645,15970
2025-07-30T17:21:45.770797,16873,86449,121208979,3891044,3168,28655214,28655214,29595562964346,439578,171051,608744460,336091,3168,66,627658,1622,597725,15515
2025-07-30T17:21:50.897740,16703,82501,121208988,3839261,3157,28659988,28659988,29599275135332,433704,171076,608744557,336165,3157,65,629082,1449,597747,15946
2025-07-30T17:21:56.086184,17338,91149,121209004,3852514,2792,28664764,28664764,29603121166158,434873,171102,608744700,336260,2792,62,629579,1648,597829,15419
2025-07-30T17:22:01.247495,19223,83704,121209013,3749997,3309,28669354,28669354,29606968883915,429906,171128,608744791,336329,3309,65,638956,1640,597912,15938
2025-07-30T17:22:06.371595,18015,82054,121209023,3844745,3029,28673527,28673528,29610735759170,436055,171154,608744892,336402,3029,64,637627,1665,598051,15687
2025-07-30T17:22:11.502632,17448,80915,121209033,3794419,3294,28678044,28678044,29614496383236,433422,171180,608744989,336467,3294,65,634834,1536,598069,16397
2025-07-30T17:22:16.644770,17000,81118,121209042,3960502,3208,28682818,28682818,29618200452621,437111,171206,608745071,336531,3208,67,617766,1599,598151,15191
2025-07-30T17:22:21.798901,17583,83345,121209050,3889903,3265,28687602,28687602,29622004129953,443639,171231,608745165,336595,3265,66,641258,1671,598209,15927
2025-07-30T17:22:26.924880,20495,78632,121209064,3783544,3331,28692376,28692376,29625842373931,432002,171257,608745276,336662,3331,63,648240,1484,598255,16421
2025-07-30T17:22:32.058971,17255,81148,121209073,3824040,3389,28697145,28697145,29629643141550,434095,171284,608745368,336725,3389,64,640555,1494,598302,15906
2025-07-30T17:22:37.192165,16691,79321,121209099,4084759,3108,28701919,28701919,29633493740018,428395,171309,608745564,336784,3108,66,769551,1543,598344,15953
2025-07-30T17:22:42.320712,18349,84090,121209262,5076499,3339,28706776,28706776,29638387238249,436038,171379,608746896,337501,3339,66,640255,1617,598578,15581
2025-07-30T17:22:47.437231,16910,82447,121209270,3860938,3013,28711549,28711549,29642178207024,438126,171404,608746956,337548,3013,66,630931,1647,599033,16226
2025-07-30T17:22:52.582552,20370,78891,121209280,3884605,3532,28716324,28716324,29646028698014,438763,171430,608747029,337597,3532,69,628760,1676,599053,15871
2025-07-30T17:22:57.752024,17585,87549,121209290,3878397,3260,28721084,28721084,29649810423212,434853,171456,608747090,337644,3260,65,628880,1539,599073,15765
2025-07-30T17:23:02.902053,18595,80392,121209298,4040648,3191,28725849,28725849,29653603620548,435480,171482,608747159,337691,3191,68,640747,1604,599165,16071
2025-07-30T17:23:08.013951,18088,80027,121209308,4062749,3203,28730525,28730525,29657350055357,439014,171507,608747224,337739,3203,66,631386,1557,599187,15358
2025-07-30T17:23:13.140114,19432,83914,121210332,3759827,3566,28734885,28734885,29661595222519,433861,171579,608751509,337878,3566,68,623996,1715,600318,16576
2025-07-30T17:23:18.260325,17366,87366,121210360,4230083,3376,28739267,28739267,29665444475829,429504,171605,608751709,338030,3376,69,628587,1667,600344,15723
2025-07-30T17:23:23.566548,17126,80812,121210373,3815017,2993,28744064,28744064,29669379217386,435146,171676,608751838,338113,2993,67,627839,1704,600506,15651
2025-07-30T17:23:28.726426,17288,80594,121210382,3890196,3121,28748838,28748838,29673539163069,437457,171701,608751932,338187,3121,62,630064,1605,600609,15300
2025-07-30T17:23:33.859029,18558,86309,121210401,3851686,3092,28753634,28753634,29677452852023,439437,171765,608752106,338316,3092,62,644676,1646,601009,15820
2025-07-30T17:23:38.982960,17436,78411,121210417,3792167,3527,28758414,28758414,29681419831858,437147,171791,608752250,338406,3527,65,624013,1792,601217,15448
2025-07-30T17:23:44.144393,17952,81420,121210434,3710395,3093,28763189,28763189,29685183503677,435737,171817,608752399,338526,3093,69,624406,1564,601237,15268
2025-07-30T17:23:49.270121,18016,85322,121210449,3760049,3414,28767974,28767974,29689036009162,432042,171842,608752552,338622,3414,66,630320,1630,601275,16152
2025-07-30T17:23:54.403406,17580,80861,121210459,3862269,3152,28772762,28772762,29692768737846,435857,171868,608752651,338694,3152,66,644988,1452,601430,16541
2025-07-30T17:23:59.547419,18022,77240,121210473,3770798,3331,28777542,28777542,29696567186422,433793,171894,608752797,338794,3331,68,646906,1787,601510,15537
2025-07-30T17:24:04.694316,20456,79245,121210483,3756180,3543,28782346,28782346,29700354862451,436986,171919,608752901,338864,3543,67,629158,1745,601596,15746
2025-07-30T17:24:09.854200,17944,84297,121210493,3801415,3478,28787133,28787133,29704232450962,434865,171945,608752992,338936,3478,78,634042,1682,601677,14824
2025-07-30T17:24:14.983098,17899,80866,121210513,3733654,3280,28795995,28795995,29711760608323,430930,171997,608753178,339065,3280,65,628113,1451,601783,15416
2025-07-30T17:24:20.145443,17659,91808,121210521,3829260,3230,28800413,28800413,29715430739449,432661,172023,608753259,339128,3230,61,634733,1593,601860,15354
2025-07-30T17:24:25.314278,17442,86060,121210532,3788253,3279,28805172,28805172,29719227964663,432883,172048,608753366,339194,3279,60,642433,1646,601964,15382
2025-07-30T17:24:30.439425,17770,83692,121210541,3793283,2981,28809946,28809946,29723049917042,443063,172074,608753451,339257,2981,67,639531,1509,602046,14915
2025-07-30T17:24:35.564189,19338,83633,121210553,3903114,3182,28814717,28814717,29726937470161,432618,172100,608753539,339316,3182,68,641317,1566,602068,15575
2025-07-30T17:24:40.722364,17599,82556,121210725,3893573,3054,28819560,28819560,29732167603019,437913,172168,608754919,340038,3054,70,628708,1721,602583,16244
2025-07-30T17:24:45.905715,18817,74972,121210734,3819521,2982,28824465,28824465,29736066782602,433588,172194,608755017,340087,2982,67,639092,1647,602653,15592
2025-07-30T17:24:51.042724,17235,83106,121210742,3973595,3237,28829247,28829247,29739991717710,435101,172220,608755086,340134,3237,61,629026,1636,602679,15627
2025-07-30T17:24:56.168660,17292,82238,121210753,3768883,3106,28834015,28834015,29743740091694,429657,172246,608755157,340183,3106,73,621876,1633,602699,16065
2025-07-30T17:25:01.309890,18144,75024,121210762,3888315,3510,28838757,28838757,29747392698504,427765,172271,608755221,340230,3510,62,638066,1675,602770,15277
2025-07-30T17:25:06.463284,17840,78101,121210770,3775045,3381,28843533,28843533,29751285829008,433511,172298,608755292,340278,3381,65,648374,1510,602991,15118
2025-07-30T17:25:11.583543,20326,83325,121211795,3900672,3516,28848526,28848528,29755700697750,438705,172369,608759602,340418,3516,64,638592,1814,603683,15902
2025-07-30T17:25:16.709147,18180,93121,121211823,3878778,3931,28853073,28853073,29759541356647,424655,172395,608759794,340569,3931,68,637574,1597,603703,15877
2025-07-30T17:25:21.838916,17843,79389,121211836,4365339,3495,28856982,28856982,29763218986659,435562,172465,608759926,340654,3495,71,644015,1664,603894,15553
2025-07-30T17:25:26.988509,17125,83289,121211846,3859357,3264,28861756,28861756,29767051405163,434886,172491,608760022,340721,3264,62,627693,1552,603903,16580
2025-07-30T17:25:32.114110,18193,82905,121211863,4173053,3089,28866526,28866526,29770893508956,434729,172517,608760181,340844,3089,72,638477,1563,603921,15967
2025-07-30T17:25:37.252100,18348,90787,121211877,3715896,3486,28871284,28871284,29774670978826,434586,172542,608760314,340934,3486,68,619923,1800,604475,15915
2025-07-30T17:25:42.435967,20431,88145,121211897,3942554,3165,28876067,28876067,29778568728138,440075,172569,608760480,341054,3165,68,631545,1541,604550,16088
2025-07-30T17:25:47.561590,17414,77177,121211910,3860871,3200,28880864,28880864,29782493551390,434383,172595,608760626,341151,3200,58,627955,1501,604571,15757
2025-07-30T17:25:52.682286,17699,79541,121211924,3959389,3098,28885641,28885641,29786199661302,427160,172620,608760750,341227,3098,63,634053,1476,604657,15932
2025-07-30T17:25:57.833754,17496,72040,121211939,3752777,3154,28890415,28890415,29790052552310,440254,172646,608760885,341320,3154,65,644898,1600,604740,15493
2025-07-30T17:26:03.059294,18169,84468,121211947,3763054,3274,28895181,28895181,29793912935324,432709,172672,608760982,341392,3274,64,633724,1620,604826,15711
2025-07-30T17:26:08.200528,17144,86007,121211959,3706315,2932,28899954,28899954,29797782220682,432583,172698,608761083,341465,2932,60,626533,1622,604913,15387
2025-07-30T17:26:13.303799,17355,75707,121211967,3753698,3246,28904795,28904795,29801536322904,438118,172723,608761146,341519,3246,66,632466,1594,604937,15645
2025-07-30T17:26:18.471989,17155,78667,121211978,4444376,3090,28909567,28909567,29805388194710,438914,172749,608761254,341590,3090,68,627769,1766,605083,15666
2025-07-30T17:26:23.645009,17255,81036,121211987,3827540,3241,28913841,28913841,29809129376950,433349,172775,608761336,341654,3241,64,628833,1604,605101,15866
2025-07-30T17:26:28.797259,19491,90795,121211996,3874728,3555,28917999,28917999,29812830950264,428027,172801,608761424,341717,3555,65,637660,1872,605118,15585
2025-07-30T17:26:33.920462,18648,79952,121212006,3806476,4623,28922745,28922745,29816629168744,438865,172826,608761521,341782,4623,63,654484,1582,605136,15722
2025-07-30T17:26:39.046161,17733,86530,121212015,3822931,3023,28927525,28927525,29820386945788,435883,172852,608761601,341850,3023,66,637811,1630,605154,16076
2025-07-30T17:26:44.206496,17804,84288,121212191,4006270,3218,28932384,28932386,29825396169090,435687,172922,608763032,342564,3218,67,684769,1570,605717,15187
2025-07-30T17:26:49.389231,19366,86494,121212202,3700380,3631,28937173,28937173,29829190486142,427081,172947,608763121,342611,3631,66,651190,1705,605781,15561
2025-07-30T17:26:54.549924,17793,88628,121212210,3742205,3209,28941949,28941949,29833070634308,435730,172973,608763172,342657,3209,68,632876,1621,605801,16064
2025-07-30T17:26:59.686826,19296,80145,121212221,3765943,3182,28946725,28946725,29836859407714,430396,172999,608763253,342707,3182,64,632095,1610,605819,15527
2025-07-30T17:27:04.834755,18557,80664,121212233,4564791,2816,28951482,28951482,29840532341381,432976,173025,608763328,342755,2816,79,644230,1660,605873,15327
2025-07-30T17:27:09.970234,17179,81088,121213265,3857828,3304,28961237,28961237,29848794904322,429418,173122,608767680,342943,3304,69,630018,1637,607120,15536
2025-07-30T17:27:15.089083,18132,85004,121213274,3970883,3532,28966021,28966021,29852509191445,438982,173148,608767740,342990,3532,67,654558,1786,607129,16099
2025-07-30T17:27:20.242899,17973,75273,121213302,3705866,3296,28970834,28970834,29856297602771,439972,173174,608767934,343142,3296,69,644573,1531,607157,15881
2025-07-30T17:27:25.416160,18139,82257,121213316,3661912,4282,28975209,28975209,29860121255970,432826,173245,608768066,343227,4282,69,630330,1680,607359,15182
2025-07-30T17:27:30.556325,17744,78943,121213325,3952937,3377,28979272,28979272,29863806112852,436520,173270,608768163,343295,3377,63,633750,1602,607403,15912
2025-07-30T17:27:35.681420,18843,82664,121213342,3748219,3571,28984040,28984040,29867633028889,437127,173296,608768329,343417,3571,66,633706,1573,607431,15725
2025-07-30T17:27:40.821378,17958,80248,121213357,3795854,3149,28988796,28988796,29871408069919,434489,173322,608768462,343506,3149,68,628341,1617,607459,15387
2025-07-30T17:27:45.974820,19678,76016,121213374,3979734,2990,28993594,28993594,29875405923145,433334,173347,608768626,343626,2990,69,627752,1527,607779,17512
2025-07-30T17:27:51.106632,17824,75865,121213389,4015317,3644,28998387,28998387,29879287794182,450473,173373,608768781,343723,3644,73,624048,1510,607819,15408
2025-07-30T17:27:56.233520,19462,84363,121213400,3683617,3492,29003159,29003159,29883069669685,431454,173399,608768885,343797,3492,72,634278,1626,607843,15901
2025-07-30T17:28:01.361114,17783,84000,121213413,3886304,3260,29007931,29007931,29886896669982,445770,173425,608769016,343892,3260,63,636832,1701,607885,15224
2025-07-30T17:28:06.499263,17459,83500,121213423,3683700,3104,29012707,29012707,29890702263146,440393,173451,608769123,343962,3104,66,637272,1615,607926,15565
2025-07-30T17:28:11.706413,17629,88878,121213436,3879368,3090,29017537,29017537,29894454101159,437334,173476,608769234,344035,3090,65,626123,1421,607952,15636
2025-07-30T17:28:16.850746,23441,85077,121213444,3924726,3038,29022310,29022310,29898443993989,434413,173502,608769317,344099,3038,66,632539,1417,608072,15699
2025-07-30T17:28:21.977199,17953,86525,121213454,3679054,2909,29027080,29027080,29902280256212,432312,173528,608769412,344165,2909,64,639143,1578,608172,15820
2025-07-30T17:28:27.098235,17969,81742,121213464,3890668,3273,29031828,29031828,29905927833857,432832,173553,608769498,344229,3273,67,635293,1596,608262,16050
2025-07-30T17:28:32.264958,17931,83652,121213472,3741055,3258,29036487,29036487,29909730616587,433174,173580,608769590,344294,3258,66,643233,1563,608300,16231
2025-07-30T17:28:37.489097,17607,75900,121213483,4040692,3226,29040532,29040532,29913520087799,433186,173606,608769682,344358,3226,63,636353,1551,608355,16080
